danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,popularity,track_genre
0.425,0.583,-6.971,0.04,0.744,0.000689,0.116,0.345,128.05,239973,46,cantopop
0.582,0.548,-7.632,0.0401,0.424,0.0,0.129,0.274,148.001,237533,43,cantopop
0.532,0.413,-13.833,0.0418,0.744,0.0166,0.229,0.798,111.946,182493,41,cantopop
0.562,0.494,-7.29,0.0289,0.318,0.0,0.0961,0.556,76.058,236640,44,cantopop
0.516,0.545,-7.837,0.0296,0.722,0.0,0.159,0.534,143.99,241706,35,cantopop
0.676,0.307,-12.919,0.0279,0.51,0.00284,0.123,0.163,110.857,258426,44,cantopop
0.72,0.562,-10.676,0.187,0.421,0.000271,0.385,0.407,123.002,243746,31,cantopop
0.495,0.432,-7.914,0.0307,0.144,1.4e-06,0.0977,0.182,126.276,266466,41,cantopop
0.582,0.345,-8.372,0.0334,0.879,0.0,0.215,0.326,120.067,208506,48,cantopop
0.604,0.622,-6.568,0.0465,0.498,0.0,0.128,0.195,77.981,192196,50,cantopop
0.5,0.366,-11.416,0.0321,0.814,0.00357,0.122,0.351,95.063,165200,32,cantopop
0.52,0.285,-10.754,0.027,0.686,0.0,0.0931,0.0798,93.922,286840,54,cantopop
0.52,0.35,-11.57,0.0254,0.822,4.3e-05,0.111,0.478,81.012,202386,23,cantopop
0.534,0.58,-5.311,0.0265,0.658,0.0,0.136,0.347,142.081,275973,47,cantopop
0.411,0.482,-8.081,0.0475,0.574,0.0,0.227,0.261,172.079,258924,67,cantopop
0.325,0.213,-17.136,0.04,0.898,0.0541,0.0909,0.326,181.1,261813,43,cantopop
0.559,0.342,-10.726,0.0397,0.581,0.0,0.111,0.334,130.004,254266,55,cantopop
0.576,0.646,-6.75,0.0554,0.137,0.0,0.123,0.451,142.955,238026,44,cantopop
0.737,0.483,-6.416,0.0311,0.318,0.0,0.293,0.514,83.966,220938,59,cantopop
0.536,0.423,-13.35,0.036,0.656,7.9e-06,0.135,0.705,81.901,155649,31,cantopop
0.631,0.421,-10.315,0.0293,0.783,8.99e-05,0.095,0.188,130.199,244053,48,cantopop
0.427,0.409,-10.06,0.0306,0.716,0.0,0.0958,0.37,159.826,283184,48,cantopop
0.495,0.51,-7.357,0.0349,0.519,0.0,0.19,0.413,136.072,355000,24,cantopop
0.567,0.466,-9.146,0.0233,0.0654,0.000532,0.585,0.272,96.972,176986,25,cantopop
0.319,0.205,-14.326,0.0383,0.683,9.65e-05,0.114,0.196,138.493,277986,48,cantopop
0.377,0.553,-10.567,0.0405,0.0073,1.26e-05,0.11,0.351,133.5,138133,30,cantopop
0.448,0.294,-15.899,0.0295,0.482,0.0,0.123,0.268,170.081,179706,25,cantopop
0.588,0.741,-5.48,0.038,0.452,0.000106,0.145,0.148,131.68,220933,49,cantopop
0.563,0.408,-11.98,0.0419,0.716,1.61e-06,0.21,0.645,79.31,176911,30,cantopop
0.429,0.314,-14.744,0.045,0.766,0.000177,0.704,0.278,136.118,220733,32,cantopop
0.472,0.256,-17.152,0.0368,0.897,0.0459,0.148,0.303,111.586,131688,30,cantopop
0.59,0.513,-7.962,0.0283,0.578,0.0,0.093,0.52,129.909,235256,58,cantopop
0.535,0.485,-13.303,0.057,0.0355,0.171,0.952,0.649,132.674,195295,32,cantopop
0.554,0.345,-10.199,0.0268,0.749,0.0,0.11,0.168,107.625,220840,25,cantopop
0.701,0.481,-8.113,0.0337,0.742,0.0,0.174,0.333,133.963,237840,53,cantopop
0.426,0.227,-13.427,0.0309,0.422,0.00351,0.617,0.263,140.393,185317,32,cantopop
0.494,0.614,-4.851,0.0288,0.722,0.0,0.097,0.322,148.646,312906,45,cantopop
0.653,0.811,-5.68,0.0363,0.262,0.0,0.1,0.404,115.515,239340,59,cantopop
0.595,0.435,-6.837,0.0382,0.55,0.0,0.102,0.402,135.719,235800,53,cantopop
0.463,0.496,-8.091,0.034,0.685,0.0,0.0937,0.32,147.843,225680,24,cantopop
0.511,0.676,-7.468,0.028,0.0993,0.0,0.0893,0.601,77.74,237853,25,cantopop
0.69,0.925,-3.94,0.0333,0.0036,0.0,0.379,0.874,135.984,221250,23,cantopop
0.616,0.484,-11.95,0.0288,0.518,8.6e-06,0.317,0.744,172.064,215840,25,cantopop
0.543,0.297,-12.371,0.0313,0.444,0.0,0.371,0.266,135.978,243373,24,cantopop
0.483,0.438,-7.071,0.0248,0.204,0.0,0.0863,0.154,71.003,264040,24,cantopop
0.507,0.472,-9.469,0.0261,7.66e-05,4.56e-05,0.091,0.446,131.915,318160,45,cantopop
0.361,0.733,-5.73,0.0334,0.457,0.0,0.12,0.344,172.986,301893,44,cantopop
0.608,0.401,-10.68,0.031,0.462,1.93e-06,0.167,0.181,120.001,264289,50,cantopop
0.597,0.553,-8.857,0.0284,0.0704,1.41e-05,0.0587,0.303,143.898,327200,46,cantopop
0.497,0.454,-9.386,0.0303,0.543,0.0,0.0966,0.323,164.012,268536,55,cantopop
0.626,0.663,-11.866,0.0354,0.745,0.000173,0.108,0.761,140.283,280000,23,cantopop
0.546,0.422,-8.534,0.0286,0.657,2.38e-06,0.113,0.461,139.84,255805,46,cantopop
0.538,0.251,-13.494,0.027,0.79,0.0,0.191,0.202,83.972,321320,51,cantopop
0.538,0.426,-9.985,0.0289,0.264,0.0012,0.472,0.322,133.786,308573,49,cantopop
0.535,0.398,-8.756,0.0353,0.7,0.0,0.119,0.339,75.035,235974,39,cantopop
0.541,0.38,-12.094,0.027,0.716,9.56e-06,0.329,0.192,72.015,268280,50,cantopop
0.604,0.738,-6.714,0.0358,0.589,3.74e-06,0.344,0.815,159.948,126629,32,cantopop
0.502,0.183,-12.124,0.0308,0.81,0.0,0.102,0.219,112.235,244680,33,cantopop
0.555,0.494,-6.862,0.0285,0.246,0.0,0.291,0.28,144.044,248040,46,cantopop
0.552,0.294,-11.01,0.0411,0.337,2.73e-06,0.114,0.389,122.525,178665,36,cantopop
0.632,0.473,-9.904,0.0532,0.593,0.226,0.0912,0.151,120.149,128000,32,cantopop
0.639,0.659,-5.356,0.0307,0.456,0.0,0.235,0.54,111.024,243000,50,cantopop
0.495,0.503,-6.838,0.032,0.67,0.0,0.14,0.333,185.088,217013,52,cantopop
0.452,0.161,-14.383,0.0346,0.963,0.00102,0.0983,0.173,131.644,271786,50,cantopop
0.629,0.429,-8.709,0.0297,0.877,0.0,0.101,0.336,112.206,278573,45,cantopop
0.65,0.217,-13.503,0.0366,0.842,1.08e-05,0.122,0.186,125.924,262640,50,cantopop
0.495,0.559,-8.888,0.047,0.613,0.0,0.141,0.322,134.508,223253,52,cantopop
0.542,0.272,-15.699,0.0434,0.813,5.09e-05,0.724,0.244,134.255,133802,31,cantopop
0.635,0.323,-12.026,0.0356,0.845,0.0,0.112,0.454,119.072,230253,51,cantopop
0.351,0.777,-7.694,0.0487,0.082,0.0,0.759,0.401,143.327,144142,31,cantopop
0.518,0.493,-12.512,0.0468,0.684,0.089,0.395,0.346,84.016,171225,31,cantopop
0.596,0.563,-10.738,0.0349,0.524,0.00205,0.701,0.646,117.285,161992,31,cantopop
0.586,0.666,-5.608,0.0277,0.207,1.61e-06,0.128,0.359,72.973,292146,44,cantopop
0.651,0.37,-7.717,0.0265,0.691,0.0,0.109,0.507,74.974,246933,51,cantopop
0.494,0.53,-12.234,0.0404,0.284,0.00162,0.995,0.584,142.972,141308,32,cantopop
0.578,0.221,-14.231,0.0342,0.801,3.27e-06,0.168,0.307,113.827,213973,23,cantopop
0.514,0.416,-11.158,0.0294,0.364,3.88e-06,0.128,0.319,135.8,247840,23,cantopop
0.497,0.294,-13.787,0.0304,0.241,0.0,0.1,0.308,173.993,322306,45,cantopop
0.456,0.505,-7.495,0.036,0.243,6.58e-06,0.0689,0.585,135.828,192600,45,cantopop
0.349,0.353,-14.36,0.0291,0.194,0.44,0.121,0.211,105.994,152570,31,cantopop
0.692,0.491,-8.618,0.0296,0.715,0.0,0.234,0.314,129.991,310293,23,cantopop
0.621,0.593,-9.885,0.0284,0.399,0.0,0.16,0.522,123.474,249493,23,cantopop
0.429,0.347,-11.307,0.0355,0.787,0.0,0.14,0.189,135.749,274411,22,cantopop
0.563,0.397,-9.396,0.0339,0.384,0.0,0.107,0.198,137.985,206234,23,cantopop
0.779,0.462,-13.04,0.0293,0.121,2.64e-06,0.278,0.565,92.016,245306,22,cantopop
0.416,0.0993,-19.388,0.0696,0.978,0.000118,0.234,0.333,202.88,183906,44,cantopop
0.611,0.312,-10.26,0.0328,0.754,0.0,0.108,0.21,136.296,266066,23,cantopop
0.598,0.35,-13.191,0.0326,0.743,1.06e-06,0.124,0.52,162.62,255826,23,cantopop
0.593,0.698,-7.643,0.0321,0.121,0.0,0.0932,0.732,138.014,206493,23,cantopop
0.712,0.82,-6.535,0.043,0.317,0.00119,0.144,0.407,120.026,241720,23,cantopop
0.602,0.423,-9.248,0.0348,0.752,0.0,0.275,0.45,113.944,237053,48,cantopop
0.512,0.541,-5.414,0.0325,0.783,0.0,0.151,0.425,184.529,249000,44,cantopop
0.606,0.307,-9.585,0.0294,0.733,0.0,0.0985,0.666,92.094,229013,23,cantopop
0.79,0.689,-7.507,0.0295,0.459,6.76e-06,0.239,0.814,122.226,234613,23,cantopop
0.41,0.356,-9.666,0.0234,0.657,1.35e-05,0.266,0.196,78.53,224306,23,cantopop
0.564,0.665,-9.257,0.0642,0.131,0.026,0.0971,0.494,134.119,236448,31,cantopop
0.626,0.393,-7.211,0.0381,0.802,0.0,0.102,0.553,121.774,225840,44,cantopop
0.65,0.567,-8.672,0.0399,0.131,0.421,0.113,0.67,125.959,133316,34,cantopop
0.656,0.506,-6.417,0.032,0.43,0.0,0.163,0.269,139.987,228600,43,cantopop
0.535,0.564,-7.224,0.0394,0.361,0.0,0.119,0.278,123.892,221066,15,cantopop
0.57,0.448,-10.128,0.0341,0.857,0.0,0.119,0.225,123.603,133891,28,cantopop
0.549,0.64,-7.483,0.0304,0.323,0.0,0.0837,0.423,130.034,261480,40,cantopop
0.45,0.485,-7.389,0.0293,0.731,1.67e-06,0.114,0.417,133.86,257013,49,cantopop
0.429,0.356,-11.524,0.0362,0.891,0.0,0.115,0.431,96.798,288400,50,cantopop
0.518,0.401,-7.908,0.0665,0.862,0.0,0.112,0.401,129.652,222855,44,cantopop
0.712,0.431,-12.063,0.0232,0.34,0.00114,0.103,0.414,96.327,224040,47,cantopop
0.396,0.353,-8.91,0.0298,0.731,1.1e-06,0.214,0.288,76.276,218050,50,cantopop
0.502,0.54,-8.542,0.0412,0.54,0.0,0.111,0.578,149.938,242400,43,cantopop
0.59,0.5,-6.359,0.0308,0.563,0.0,0.152,0.28,119.829,303360,41,cantopop
0.567,0.46,-7.017,0.0309,0.155,0.0,0.0782,0.771,150.758,117147,31,cantopop
0.642,0.452,-9.99,0.0336,0.837,0.0,0.134,0.521,124.002,225257,57,cantopop
0.728,0.425,-10.725,0.141,0.412,0.0173,0.139,0.713,144.119,142616,32,cantopop
0.469,0.24,-15.346,0.0405,0.705,0.000462,0.103,0.379,144.32,196373,37,cantopop
0.639,0.401,-8.442,0.0248,0.167,0.0,0.334,0.297,107.003,258333,41,cantopop
0.613,0.644,-6.55,0.0352,0.245,0.0,0.1,0.392,115.049,224066,38,cantopop
0.619,0.43,-9.716,0.0304,0.716,0.0,0.207,0.379,160.0,230026,52,cantopop
0.633,0.372,-8.877,0.0284,0.838,0.0,0.0975,0.489,105.998,283906,49,cantopop
0.536,0.54,-12.164,0.0344,0.306,0.01,0.713,0.439,83.301,157351,31,cantopop
0.528,0.36,-11.301,0.0369,0.739,1.31e-06,0.101,0.225,107.971,228493,42,cantopop
0.544,0.054,-18.767,0.0387,0.927,3.65e-05,0.107,0.115,131.713,301533,52,cantopop
0.34,0.325,-12.261,0.0289,0.416,3.31e-05,0.283,0.464,111.205,187973,24,cantopop
0.59,0.428,-10.05,0.0332,0.731,0.0,0.141,0.295,125.698,233533,45,cantopop
0.701,0.215,-15.16,0.0369,0.783,0.0,0.103,0.144,131.156,257893,51,cantopop
0.45,0.357,-14.817,0.0482,0.679,0.00819,0.707,0.669,145.76,152477,30,cantopop
0.692,0.355,-10.658,0.0584,0.846,0.0,0.135,0.467,123.007,250000,52,cantopop
0.616,0.313,-13.29,0.0284,0.714,5.96e-06,0.107,0.251,124.342,181866,23,cantopop
0.558,0.119,-16.353,0.0449,0.945,1.5e-05,0.197,0.17,129.569,102293,50,cantopop
0.56,0.382,-10.478,0.0439,0.655,0.0,0.11,0.276,126.922,267840,23,cantopop
0.724,0.54,-8.234,0.0256,0.536,0.0,0.228,0.775,100.625,241693,24,cantopop
0.404,0.233,-9.749,0.0377,0.688,2.35e-05,0.107,0.274,160.484,240453,23,cantopop
0.569,0.394,-14.802,0.0296,0.343,0.0,0.408,0.847,118.777,152813,23,cantopop
0.569,0.746,-7.402,0.0292,0.00102,2.9e-05,0.0602,0.517,111.694,294386,22,cantopop
0.311,0.209,-14.662,0.0302,0.734,0.000175,0.0791,0.231,179.695,323760,52,cantopop
0.538,0.912,-5.209,0.0371,0.229,0.0,0.173,0.815,169.932,161294,23,cantopop
0.471,0.255,-10.601,0.0277,0.888,0.00351,0.121,0.152,145.761,214946,24,cantopop
0.398,0.434,-8.659,0.0353,0.181,0.0,0.129,0.41,120.428,257163,23,cantopop
0.568,0.411,-8.532,0.0319,0.316,0.0,0.363,0.205,133.802,300040,23,cantopop
0.481,0.252,-12.211,0.0305,0.812,2.5e-06,0.138,0.233,177.749,231826,22,cantopop
0.739,0.77,-8.169,0.0291,0.25,0.0,0.105,0.727,120.099,287173,49,cantopop
0.475,0.629,-6.077,0.0633,0.65,4.08e-06,0.372,0.157,159.368,174933,23,cantopop
0.443,0.436,-7.858,0.0245,0.409,1.33e-06,0.186,0.203,150.656,245226,23,cantopop
0.561,0.515,-7.191,0.0317,0.752,0.0,0.084,0.386,147.866,231893,49,cantopop
0.46,0.465,-7.503,0.0394,0.833,6.46e-06,0.108,0.213,171.946,234145,23,cantopop
0.646,0.452,-8.152,0.0307,0.723,0.0,0.117,0.266,94.566,232007,69,cantopop
0.569,0.67,-8.558,0.0307,0.189,1.2e-06,0.17,0.515,106.903,240600,22,cantopop
0.605,0.917,-6.72,0.0538,0.115,0.0101,0.336,0.818,133.937,125689,30,cantopop
0.523,0.534,-6.339,0.0485,0.731,0.0,0.12,0.405,135.937,238080,45,cantopop
0.521,0.917,-4.363,0.0388,0.00423,0.0,0.136,0.555,98.037,266000,49,cantopop
0.678,0.464,-8.725,0.0355,0.596,0.0,0.123,0.576,114.076,243684,41,cantopop
0.725,0.526,-12.166,0.0309,0.552,0.00013,0.115,0.479,112.811,274693,41,cantopop
0.566,0.526,-7.228,0.0304,0.553,0.0,0.0986,0.86,117.035,264106,33,cantopop
0.407,0.223,-11.363,0.0609,0.866,0.00829,0.0967,0.328,202.269,136719,32,cantopop
0.549,0.468,-7.895,0.0289,0.596,0.0,0.127,0.415,118.018,267586,48,cantopop
0.645,0.102,-17.791,0.0449,0.953,0.155,0.0966,0.511,91.594,102870,30,cantopop
0.629,0.257,-11.876,0.0563,0.898,0.000314,0.114,0.296,73.216,91599,31,cantopop
0.488,0.585,-11.757,0.0638,0.413,0.08,0.89,0.256,58.975,93245,29,cantopop
0.439,0.577,-8.309,0.029,0.287,0.00058,0.154,0.661,67.285,182688,32,cantopop
0.423,0.721,-5.838,0.0425,0.344,0.0,0.0799,0.482,168.046,293008,45,cantopop
0.386,0.666,-11.026,0.0331,0.00229,0.0452,0.399,0.261,144.404,150114,28,cantopop
0.694,0.0816,-18.719,0.0394,0.861,0.0,0.159,0.528,120.122,135957,29,cantopop
0.61,0.327,-10.646,0.0283,0.689,0.0,0.147,0.214,132.09,260666,47,cantopop
0.601,0.36,-10.854,0.0528,0.00326,0.000175,0.652,0.697,84.741,147561,27,cantopop
0.55,0.51,-7.488,0.0332,0.803,0.0,0.0951,0.438,139.922,246760,45,cantopop
0.542,0.39,-14.512,0.0433,0.318,0.000367,0.216,0.302,116.047,197569,28,cantopop
0.594,0.396,-13.856,0.0292,0.175,0.00105,0.249,0.631,117.145,130738,28,cantopop
0.422,0.265,-13.53,0.0314,0.239,0.049,0.629,0.133,74.459,174596,29,cantopop
0.455,0.304,-12.719,0.0306,0.83,3.62e-05,0.175,0.233,131.842,286946,50,cantopop
0.528,0.567,-10.186,0.0488,0.0342,0.0427,0.484,0.333,77.885,216376,28,cantopop
0.486,0.521,-9.377,0.0283,0.245,1.22e-06,0.304,0.209,83.745,127253,22,cantopop
0.611,0.386,-11.599,0.0294,0.117,5.33e-06,0.696,0.485,76.798,185553,30,cantopop
0.462,0.208,-16.398,0.0339,0.862,2.13e-06,0.224,0.488,141.868,238506,22,cantopop
0.476,0.752,-6.244,0.043,0.385,0.0,0.135,0.685,173.888,207786,22,cantopop
0.425,0.328,-11.118,0.0249,0.461,0.000105,0.318,0.392,84.316,199001,24,cantopop
0.432,0.26,-14.74,0.037,0.764,1.21e-05,0.886,0.28,141.041,152702,30,cantopop
0.698,0.297,-11.943,0.0354,0.756,5.45e-05,0.132,0.591,121.963,144813,23,cantopop
0.525,0.648,-5.015,0.0269,0.303,0.0,0.423,0.516,90.215,155093,23,cantopop
0.398,0.372,-10.18,0.0308,0.366,3.35e-05,0.114,0.394,72.881,206093,50,cantopop
0.363,0.862,-9.373,0.0666,0.00154,0.0115,0.979,0.371,110.05,180731,29,cantopop
0.588,0.465,-7.488,0.0293,0.345,0.0,0.0763,0.392,126.898,208004,54,cantopop
0.527,0.291,-9.841,0.0333,0.677,0.0,0.208,0.273,84.081,239666,22,cantopop
0.609,0.351,-8.49,0.0247,0.77,0.0,0.151,0.376,72.019,236960,49,cantopop
0.467,0.371,-10.442,0.0353,0.696,4.84e-06,0.116,0.286,133.791,225480,49,cantopop
0.428,0.603,-10.673,0.0474,0.0093,0.0865,0.694,0.347,139.861,184937,30,cantopop
0.442,0.645,-8.794,0.0647,0.395,0.0,0.708,0.271,132.714,175718,29,cantopop
0.718,0.423,-6.754,0.0317,0.564,0.0,0.145,0.417,117.006,229067,50,cantopop
0.72,0.529,-8.928,0.0406,0.559,2.1e-05,0.163,0.267,133.967,242293,47,cantopop
0.28,0.241,-12.02,0.0425,0.97,0.00183,0.218,0.434,75.134,222533,24,cantopop
0.532,0.826,-4.546,0.0332,0.0279,0.0,0.0696,0.531,129.939,219759,22,cantopop
0.727,0.531,-11.483,0.0272,0.723,3.36e-06,0.32,0.413,107.266,209000,22,cantopop
0.261,0.272,-14.583,0.0325,0.192,2.79e-06,0.559,0.406,173.622,178160,23,cantopop
0.626,0.42,-8.593,0.0293,0.883,0.0,0.096,0.386,112.262,278573,44,cantopop
0.632,0.666,-9.16,0.0996,0.322,0.000523,0.114,0.494,113.972,278177,45,cantopop
0.409,0.211,-19.817,0.0311,0.636,1.71e-06,0.0906,0.238,160.029,269960,22,cantopop
0.556,0.372,-10.035,0.0382,0.757,0.0,0.105,0.345,113.636,301826,22,cantopop
0.592,0.386,-8.913,0.033,0.792,0.0,0.109,0.272,124.999,265826,0,cantopop
0.542,0.599,-8.639,0.0268,0.0752,0.0381,0.138,0.44,97.0,306924,41,cantopop
0.503,0.351,-9.927,0.0281,0.671,0.0,0.139,0.199,131.913,242306,41,cantopop
0.607,0.451,-7.44,0.0305,0.621,0.064,0.248,0.658,132.003,145463,29,cantopop
0.608,0.38,-8.854,0.0351,0.777,0.000227,0.124,0.366,123.977,272066,26,cantopop
0.6,0.564,-7.867,0.0277,0.698,0.125,0.122,0.323,136.036,248800,38,cantopop
0.44,0.515,-9.762,0.0321,0.78,0.0816,0.477,0.396,140.258,116271,29,cantopop
0.679,0.476,-7.188,0.0304,0.568,0.208,0.103,0.559,114.907,155939,28,cantopop
0.612,0.438,-9.289,0.0512,0.567,0.00555,0.176,0.452,148.918,138019,29,cantopop
0.744,0.492,-8.056,0.148,0.486,0.0,0.122,0.567,91.007,234000,22,cantopop
0.585,0.369,-12.23,0.0278,0.663,1.62e-06,0.278,0.182,134.058,276000,52,cantopop
0.245,0.617,-8.868,0.0527,0.741,0.267,0.115,0.813,197.768,155939,30,cantopop
0.476,0.747,-6.302,0.0313,0.0704,7.2e-06,0.109,0.252,139.9,235781,44,cantopop
0.611,0.282,-13.691,0.0278,0.561,0.0,0.12,0.282,92.067,287506,52,cantopop
0.741,0.769,-10.231,0.0309,0.277,0.0,0.0935,0.71,98.552,299040,42,cantopop
0.415,0.323,-7.829,0.0338,0.639,0.0,0.195,0.275,171.86,205333,42,cantopop
0.499,0.758,-9.666,0.0488,0.328,4.89e-06,0.147,0.612,148.005,300000,22,cantopop
0.487,0.414,-10.743,0.0282,0.438,4.4e-06,0.349,0.745,141.018,178493,23,cantopop
0.561,0.355,-10.56,0.0301,0.16,5.53e-06,0.264,0.187,112.002,257640,48,cantopop
0.453,0.802,-5.275,0.0486,0.209,0.0,0.32,0.376,142.2,256459,39,cantopop
0.526,0.686,-11.931,0.0395,0.576,4.86e-06,0.136,0.381,90.089,265986,22,cantopop
0.623,0.401,-10.144,0.0301,0.383,0.0196,0.095,0.278,140.114,247746,23,cantopop
0.426,0.238,-15.815,0.0489,0.823,0.000131,0.708,0.153,67.274,129132,30,cantopop
0.496,0.14,-19.181,0.091,0.926,1.17e-05,0.346,0.146,101.809,95304,28,cantopop
0.66,0.0699,-17.452,0.0478,0.953,1.95e-06,0.129,0.133,114.502,230456,43,cantopop
0.443,0.462,-5.205,0.0329,0.662,0.0,0.111,0.239,120.999,272000,45,cantopop
0.535,0.324,-13.934,0.0337,0.323,0.226,0.472,0.557,168.407,178486,28,cantopop
0.606,0.612,-8.003,0.024,0.526,1.14e-06,0.206,0.44,89.983,253040,38,cantopop
0.531,0.36,-13.015,0.0512,0.732,2.03e-05,0.696,0.306,132.704,180293,30,cantopop
0.549,0.371,-12.31,0.0331,0.655,0.0,0.084,0.202,142.221,260333,21,cantopop
0.527,0.187,-13.868,0.0272,0.789,0.0,0.234,0.171,83.184,295093,22,cantopop
0.379,0.514,-6.808,0.0334,0.429,3.15e-05,0.232,0.139,134.732,255000,49,cantopop
0.67,0.156,-11.854,0.0345,0.872,3.13e-06,0.099,0.466,115.748,207466,21,cantopop
0.549,0.692,-5.336,0.0315,0.379,0.0,0.0853,0.341,143.905,255013,49,cantopop
0.549,0.406,-11.267,0.0307,0.824,0.0,0.229,0.314,120.17,278906,21,cantopop
0.573,0.685,-11.484,0.0701,0.573,9.39e-05,0.72,0.21,102.651,173168,29,cantopop
0.448,0.507,-11.226,0.0348,0.397,0.0,0.112,0.218,159.868,291920,50,cantopop
0.508,0.489,-7.582,0.0278,0.312,0.0,0.307,0.615,79.803,210506,47,cantopop
0.612,0.706,-7.973,0.0243,0.00129,1.49e-05,0.0548,0.604,111.666,299640,21,cantopop
0.745,0.4,-7.638,0.0397,0.751,0.0,0.109,0.306,113.965,180000,52,cantopop
0.626,0.446,-7.522,0.0258,0.497,0.0,0.0919,0.314,112.518,209000,21,cantopop
0.673,0.497,-9.759,0.039,0.278,1.46e-06,0.255,0.378,120.031,272873,43,cantopop
0.613,0.49,-6.926,0.0283,0.565,6.26e-06,0.101,0.107,124.362,261549,22,cantopop
0.549,0.272,-14.558,0.0274,0.771,8.89e-05,0.177,0.191,101.332,189160,23,cantopop
0.635,0.631,-6.549,0.0252,0.311,0.00487,0.12,0.311,98.028,246746,21,cantopop
0.451,0.247,-9.991,0.0322,0.859,1.03e-05,0.121,0.301,128.212,240746,21,cantopop
0.663,0.472,-5.013,0.0281,0.588,0.0,0.135,0.688,124.86,189120,22,cantopop
0.591,0.504,-7.436,0.0602,0.436,0.0,0.0677,0.296,175.911,212000,22,cantopop
0.39,0.374,-7.49,0.0291,0.877,0.0,0.1,0.44,112.003,186538,22,cantopop
0.467,0.726,-6.636,0.0642,0.0205,1.28e-05,0.101,0.215,135.099,154666,22,cantopop
0.732,0.603,-7.856,0.0273,0.466,0.000284,0.121,0.573,111.033,255200,22,cantopop
0.649,0.459,-7.747,0.0774,0.84,3.14e-05,0.122,0.408,133.889,248347,39,cantopop
0.661,0.632,-10.482,0.0674,0.21,0.00123,0.579,0.667,92.966,161988,33,cantopop
0.505,0.201,-16.477,0.0697,0.921,0.0,0.714,0.487,83.084,250733,34,cantopop
0.491,0.486,-7.91,0.0318,0.261,0.0,0.0964,0.346,133.903,264240,31,cantopop
0.542,0.465,-6.334,0.0298,0.198,0.0,0.112,0.428,138.017,232133,46,cantopop
0.574,0.39,-9.155,0.0347,0.896,0.08,0.101,0.818,139.909,138410,30,cantopop
0.483,0.462,-7.247,0.0273,0.264,0.0,0.117,0.263,115.326,250934,46,cantopop
0.468,0.229,-12.936,0.0303,0.823,0.0,0.183,0.362,79.102,216413,23,cantopop
0.552,0.562,-7.546,0.0371,0.276,0.0,0.0978,0.384,81.032,297000,21,cantopop
0.535,0.683,-5.567,0.033,0.439,0.0,0.156,0.403,139.965,254750,49,cantopop
0.559,0.474,-6.359,0.0287,0.231,0.0,0.105,0.399,138.031,232119,39,cantopop
0.471,0.355,-8.781,0.0354,0.806,0.0,0.116,0.361,118.634,240453,37,cantopop
0.582,0.442,-7.318,0.0266,0.625,1.27e-06,0.205,0.23,90.025,216760,43,cantopop
0.505,0.315,-11.764,0.0388,0.825,0.0,0.0951,0.134,130.506,250213,21,cantopop
0.645,0.3,-10.282,0.0362,0.815,0.0,0.115,0.214,143.928,236840,38,cantopop
0.607,0.553,-7.48,0.0477,0.718,0.0,0.118,0.378,140.073,216049,22,cantopop
0.665,0.47,-5.543,0.0302,0.802,0.0,0.123,0.345,119.935,247440,42,cantopop
0.543,0.588,-8.155,0.153,0.262,2.94e-06,0.0819,0.827,155.156,141346,22,cantopop
0.68,0.694,-7.519,0.04,0.719,0.0,0.17,0.738,139.947,192840,22,cantopop
0.532,0.336,-14.74,0.0421,0.331,0.0301,0.547,0.481,128.52,177644,28,cantopop
0.599,0.48,-8.168,0.0277,0.614,0.0,0.111,0.265,129.148,310736,49,cantopop
0.6,0.569,-6.257,0.0309,0.846,0.0,0.163,0.537,112.996,214041,46,cantopop
0.69,0.435,-9.818,0.0325,0.256,0.0,0.141,0.433,131.999,274706,40,cantopop
0.553,0.41,-9.823,0.0231,0.429,0.0,0.35,0.401,79.023,224733,22,cantopop
0.525,0.352,-9.13,0.0288,0.671,2.43e-06,0.0767,0.427,127.93,262333,21,cantopop
0.537,0.38,-7.809,0.028,0.62,0.0,0.428,0.137,136.105,226546,21,cantopop
0.352,0.412,-16.227,0.0662,0.661,0.0175,0.856,0.414,72.617,158402,29,cantopop
0.487,0.219,-16.163,0.0277,0.233,0.0464,0.68,0.17,141.407,187819,28,cantopop
0.464,0.284,-18.875,0.232,0.763,0.0,0.975,0.702,151.725,118874,27,cantopop
0.447,0.351,-15.97,0.0513,0.555,0.127,0.698,0.207,120.333,147227,28,cantopop
0.511,0.393,-8.451,0.0357,0.675,2.89e-05,0.203,0.37,160.236,196933,49,cantopop
0.484,0.297,-8.937,0.0252,0.579,1.99e-06,0.122,0.102,91.023,228813,21,cantopop
0.49,0.4,-13.119,0.0358,0.531,0.0,0.148,0.362,87.758,232386,22,cantopop
0.462,0.394,-15.251,0.0369,0.216,0.0,0.123,0.238,145.954,283561,21,cantopop
0.558,0.314,-7.806,0.0252,0.653,5.7e-06,0.0878,0.153,91.145,213693,21,cantopop
0.598,0.386,-8.903,0.0311,0.787,0.0,0.103,0.302,124.985,265840,21,cantopop
0.62,0.6,-8.889,0.0276,0.316,6.97e-06,0.128,0.352,87.867,218760,46,cantopop
0.521,0.58,-7.567,0.049,0.626,0.0,0.0917,0.344,139.826,213237,21,cantopop
