danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,popularity,track_genre
0.633,0.79,-7.266,0.102,0.42,0.473,0.064,0.867,127.623,479204,19,afrobeat
0.778,0.871,-6.088,0.0366,0.35,0.00915,0.0628,0.961,123.06,287026,19,afrobeat
0.647,0.798,-9.506,0.0384,0.125,0.0132,0.819,0.906,109.897,220280,21,afrobeat
0.815,0.925,-6.041,0.103,0.0594,0.0,0.128,0.898,116.057,226515,21,afrobeat
0.739,0.886,-5.927,0.12,0.553,0.0112,0.307,0.814,145.02,216933,23,afrobeat
0.683,0.852,-4.568,0.0654,0.179,0.00309,0.296,0.635,108.033,227986,21,afrobeat
0.332,0.786,-8.419,0.045,0.00182,0.00185,0.142,0.724,143.4,341765,19,afrobeat
0.746,0.722,-5.389,0.0545,0.031,0.0,0.641,0.889,138.153,201746,22,afrobeat
0.698,0.63,-8.342,0.0496,0.239,0.519,0.087,0.855,100.014,432213,19,afrobeat
0.389,0.672,-8.768,0.0688,0.302,0.79,0.345,0.584,173.954,301133,20,afrobeat
0.307,0.68,-4.153,0.074,0.58,2.05e-06,0.102,0.224,74.151,230225,20,afrobeat
0.735,0.92,-7.772,0.269,0.0104,3.2e-05,0.699,0.68,154.988,226146,22,afrobeat
0.694,0.731,-5.111,0.0411,0.0856,2.8e-05,0.305,0.62,125.769,262000,19,afrobeat
0.853,0.607,-7.932,0.138,0.00186,0.00339,0.0897,0.187,104.984,190066,21,afrobeat
0.616,0.838,-6.462,0.0562,0.279,0.00596,0.124,0.849,145.936,560280,20,afrobeat
0.463,0.996,-6.017,0.0821,0.000356,0.847,0.139,0.671,182.069,145253,20,afrobeat
0.644,0.883,-8.481,0.0884,0.638,2.58e-05,0.0952,0.783,104.159,221266,23,afrobeat
0.852,0.699,-9.888,0.0717,0.104,0.0129,0.0767,0.941,123.018,373515,19,afrobeat
0.851,0.498,-7.259,0.0427,0.741,0.888,0.162,0.896,129.1,179866,20,afrobeat
0.727,0.897,-6.356,0.0422,0.0159,0.00999,0.286,0.897,135.087,226333,22,afrobeat
0.735,0.681,-7.757,0.316,0.673,0.0,0.0584,0.968,90.003,416133,22,afrobeat
0.501,0.963,-3.768,0.265,0.0516,0.0,0.307,0.656,165.128,260877,21,afrobeat
0.561,0.561,-6.909,0.044,0.77,9.3e-05,0.188,0.701,106.187,238811,21,afrobeat
0.479,0.719,-7.075,0.109,0.214,4.85e-05,0.166,0.699,113.017,174146,0,afrobeat
0.489,0.557,-6.027,0.0379,0.0329,0.0,0.208,0.11,135.907,369529,41,afrobeat
0.637,0.671,-6.762,0.231,0.0869,0.0,0.665,0.593,97.602,226586,18,afrobeat
0.524,0.65,-7.307,0.0415,0.0954,0.00655,0.126,0.826,107.493,213749,43,afrobeat
0.448,0.411,-10.141,0.0292,0.807,0.807,0.121,0.471,89.475,417186,10,afrobeat
0.882,0.722,-8.223,0.107,0.57,0.0,0.118,0.941,140.028,206958,19,afrobeat
0.635,0.752,-7.316,0.0343,0.00616,0.851,0.226,0.832,121.92,199080,18,afrobeat
0.717,0.683,-10.197,0.0433,0.0364,0.00564,0.104,0.594,113.016,359045,18,afrobeat
0.765,0.434,-8.515,0.096,0.366,0.0,0.0978,0.267,141.939,243377,18,afrobeat
0.778,0.619,-10.109,0.0692,0.623,0.000922,0.144,0.684,102.017,238001,19,afrobeat
0.691,0.805,-6.81,0.0947,0.59,0.0,0.0975,0.866,142.503,301426,64,afrobeat
0.569,0.704,-10.146,0.109,0.13,0.0,0.0725,0.865,104.725,232586,19,afrobeat
0.545,0.608,-8.642,0.0309,0.409,0.881,0.312,0.975,141.849,186909,20,afrobeat
0.791,0.358,-12.384,0.0645,0.291,0.00644,0.156,0.78,83.007,284102,19,afrobeat
0.846,0.814,-4.997,0.227,0.0553,0.0,0.114,0.784,114.886,237301,19,afrobeat
0.754,0.434,-10.196,0.0664,0.0989,9.01e-05,0.133,0.946,86.01,202640,18,afrobeat
0.78,0.758,-7.629,0.0353,0.159,0.00466,0.1,0.911,111.038,229719,18,afrobeat
0.484,0.572,-6.248,0.106,0.245,0.0,0.177,0.397,138.342,253815,19,afrobeat
0.902,0.75,-8.803,0.0492,0.101,0.0957,0.0506,0.964,121.989,330372,19,afrobeat
0.861,0.671,-8.737,0.0711,0.0424,0.219,0.0543,0.961,127.015,468693,18,afrobeat
0.736,0.885,-5.579,0.0485,0.0684,0.822,0.0923,0.832,112.01,240640,19,afrobeat
0.851,0.772,-6.516,0.136,0.0462,0.0,0.15,0.922,93.521,247560,19,afrobeat
0.817,0.676,-5.619,0.312,0.0509,0.0,0.139,0.64,94.943,211080,21,afrobeat
0.795,0.904,-7.685,0.0547,0.339,0.0589,0.108,0.85,100.045,395720,18,afrobeat
0.573,0.92,-8.486,0.61,0.786,0.0,0.87,0.4,110.488,36006,19,afrobeat
0.798,0.728,-6.235,0.0345,0.0437,0.462,0.348,0.822,120.001,457539,19,afrobeat
0.643,0.507,-6.524,0.0511,0.927,0.854,0.0736,0.611,116.743,107624,20,afrobeat
0.735,0.721,-6.701,0.0557,0.271,0.000204,0.325,0.792,93.0,301346,18,afrobeat
0.452,0.853,-6.06,0.0337,0.0139,0.893,0.21,0.937,97.222,254238,19,afrobeat
0.826,0.744,-8.207,0.0528,0.396,0.901,0.0672,0.977,144.981,202466,18,afrobeat
0.429,0.456,-9.763,0.121,0.529,0.0,0.178,0.485,93.678,95733,21,afrobeat
0.742,0.919,-6.173,0.0724,0.3,2.92e-05,0.0303,0.96,99.906,218087,19,afrobeat
0.577,0.593,-8.646,0.289,0.859,0.768,0.0981,0.536,78.238,170120,19,afrobeat
0.532,0.641,-6.999,0.0274,0.0235,0.922,0.103,0.604,96.142,162360,20,afrobeat
0.82,0.587,-6.91,0.0736,0.231,0.0,0.117,0.55,100.014,217720,20,afrobeat
0.668,0.75,-6.718,0.049,0.0175,0.231,0.13,0.705,134.96,579760,18,afrobeat
0.485,0.741,-4.425,0.0294,0.317,0.000579,0.0683,0.936,103.72,259160,19,afrobeat
0.735,0.919,-4.58,0.0571,0.0371,9.37e-05,0.139,0.155,109.022,220183,19,afrobeat
0.757,0.84,-7.052,0.0375,0.0278,0.0335,0.147,0.734,112.081,229854,19,afrobeat
0.765,0.888,-5.344,0.172,0.27,0.0,0.263,0.625,120.042,267910,19,afrobeat
0.739,0.582,-6.831,0.0309,0.0496,0.00175,0.11,0.674,119.028,233894,21,afrobeat
0.788,0.917,-6.353,0.0414,0.117,0.741,0.0843,0.747,108.991,400000,18,afrobeat
0.697,0.632,-7.845,0.0342,0.608,0.00364,0.0925,0.792,74.359,239026,20,afrobeat
0.751,0.279,-14.352,0.066,0.0933,0.868,0.119,0.41,138.848,389106,19,afrobeat
0.718,0.458,-8.916,0.135,0.382,0.000813,0.0666,0.569,170.92,283950,19,afrobeat
0.775,0.922,-4.866,0.287,0.285,0.0,0.0989,0.712,105.085,267533,21,afrobeat
0.761,0.756,-7.656,0.0354,0.00953,0.017,0.126,0.702,126.122,280440,21,afrobeat
0.795,0.989,-7.986,0.0461,0.000324,0.425,0.0319,0.926,125.028,214960,19,afrobeat
0.647,0.855,-9.225,0.0776,0.000331,0.809,0.687,0.816,107.859,156920,21,afrobeat
0.78,0.934,-4.843,0.0426,0.118,0.738,0.0588,0.879,102.038,251186,20,afrobeat
0.601,0.247,-17.785,0.045,0.938,0.872,0.363,0.373,148.516,291226,10,afrobeat
0.767,0.837,-4.364,0.0487,0.0981,0.918,0.0555,0.493,135.972,345022,18,afrobeat
0.75,0.382,-8.466,0.0312,0.29,0.298,0.279,0.454,97.226,151926,49,afrobeat
0.404,0.397,-11.112,0.0371,0.848,0.725,0.156,0.69,171.012,287146,9,afrobeat
0.764,0.282,-10.46,0.0652,0.77,0.0833,0.0592,0.504,135.736,463920,9,afrobeat
0.583,0.206,-12.297,0.0416,0.9,0.38,0.123,0.483,123.362,306960,9,afrobeat
0.834,0.56,-10.062,0.0439,0.0145,0.282,0.446,0.78,125.798,436236,44,afrobeat
0.579,0.748,-5.933,0.192,0.273,0.0,0.15,0.722,91.944,241240,21,afrobeat
0.614,0.629,-5.336,0.228,0.307,3.11e-05,0.163,0.755,90.524,150334,18,afrobeat
0.541,0.31,-9.523,0.0479,0.813,3.66e-05,0.308,0.324,137.956,274297,18,afrobeat
0.641,0.837,-5.248,0.0583,0.0497,0.943,0.14,0.813,86.177,182234,20,afrobeat
0.575,0.441,-9.141,0.0552,0.806,0.000432,0.108,0.665,98.868,196363,19,afrobeat
0.668,0.516,-9.196,0.0726,0.645,0.0,0.0987,0.858,89.252,236733,18,afrobeat
0.682,0.569,-6.317,0.286,0.206,0.0,0.0896,0.546,151.09,130750,19,afrobeat
0.699,0.739,-6.256,0.0641,0.00428,3.65e-06,0.076,0.429,175.979,230306,21,afrobeat
0.699,0.503,-11.113,0.0473,0.841,0.000362,0.11,0.664,152.933,176173,20,afrobeat
0.813,0.83,-5.57,0.199,0.0389,0.0,0.0975,0.809,113.985,212000,18,afrobeat
0.631,0.458,-8.889,0.0327,0.384,0.0316,0.186,0.945,141.12,279595,18,afrobeat
0.418,0.657,-5.355,0.217,0.328,0.0,0.139,0.364,87.384,197718,18,afrobeat
0.831,0.758,-4.227,0.0761,0.107,0.92,0.068,0.902,96.293,187570,18,afrobeat
0.86,0.676,-9.245,0.363,0.268,0.134,0.094,0.602,94.025,299124,18,afrobeat
0.785,0.671,-7.913,0.15,0.019,0.748,0.203,0.601,122.966,186666,17,afrobeat
0.536,0.734,-14.068,0.0584,0.0785,0.712,0.181,0.689,133.655,260360,19,afrobeat
0.55,0.871,-4.931,0.0436,0.0483,0.815,0.177,0.888,131.439,308864,18,afrobeat
0.643,0.808,-7.507,0.0474,0.32,0.885,0.111,0.931,116.886,283440,17,afrobeat
0.734,0.411,-8.984,0.0253,0.656,0.000775,0.0924,0.532,90.629,206066,19,afrobeat
0.748,0.816,-9.181,0.0342,0.0265,0.9,0.283,0.715,120.996,271761,18,afrobeat
0.513,0.845,-8.334,0.0565,0.0152,0.848,0.345,0.706,130.117,262773,18,afrobeat
0.83,0.785,-9.46,0.0382,0.00709,0.0301,0.0878,0.833,134.019,423668,18,afrobeat
0.688,0.763,-8.545,0.0294,0.0111,1.3e-05,0.218,0.713,99.022,217733,19,afrobeat
0.611,0.973,-6.378,0.0555,0.0637,0.682,0.0851,0.898,100.403,237026,20,afrobeat
0.688,0.638,-11.181,0.0801,0.0149,0.0,0.102,0.958,97.743,197600,18,afrobeat
0.853,0.576,-9.167,0.157,0.0218,0.00219,0.0906,0.642,104.012,145610,18,afrobeat
0.603,0.921,-3.555,0.0931,0.198,0.00035,0.133,0.816,122.978,145773,18,afrobeat
0.595,0.721,-7.033,0.0537,0.428,0.864,0.156,0.831,166.305,183783,18,afrobeat
0.454,0.743,-6.306,0.0394,0.124,0.00373,0.665,0.471,132.043,343306,18,afrobeat
0.659,0.53,-10.444,0.0347,0.743,2.09e-06,0.189,0.726,126.031,172157,19,afrobeat
0.44,0.739,-4.719,0.0327,0.294,0.0028,0.05,0.927,101.033,350906,18,afrobeat
0.606,0.914,-3.337,0.029,0.00457,5.36e-06,0.203,0.944,96.243,195265,18,afrobeat
0.816,0.88,-4.251,0.0503,0.165,0.0,0.106,0.752,120.079,240000,18,afrobeat
0.534,0.672,-7.066,0.0477,0.00784,0.000598,0.156,0.819,102.071,301059,20,afrobeat
0.618,0.831,-7.018,0.0802,0.429,0.321,0.168,0.92,126.058,225953,18,afrobeat
0.715,0.698,-5.12,0.357,0.377,0.0,0.0803,0.661,84.653,196259,18,afrobeat
0.464,0.683,-12.301,0.0415,0.165,0.591,0.232,0.833,105.437,433426,19,afrobeat
0.677,0.799,-6.388,0.0473,0.0397,0.144,0.0797,0.775,125.041,625066,18,afrobeat
0.501,0.82,-6.617,0.291,0.0868,2.62e-06,0.113,0.427,179.996,207160,21,afrobeat
0.696,0.415,-12.57,0.0379,0.169,0.847,0.0888,0.637,95.801,264133,20,afrobeat
0.758,0.803,-4.762,0.0329,0.0336,4.08e-06,0.203,0.791,108.015,196343,18,afrobeat
0.691,0.624,-8.47,0.0358,0.32,0.67,0.0869,0.734,132.297,181493,21,afrobeat
0.853,0.799,-5.904,0.0344,0.159,0.0204,0.782,0.798,125.015,160200,21,afrobeat
0.582,0.443,-7.816,0.0436,0.664,0.0,0.0703,0.452,78.071,215813,68,afrobeat
0.721,0.833,-7.469,0.0777,0.122,0.000115,0.135,0.549,100.005,239626,71,afrobeat
0.583,0.31,-14.911,0.159,0.688,0.0,0.104,0.563,140.974,217446,42,afrobeat
0.69,0.775,-5.116,0.0306,0.119,0.000533,0.125,0.962,93.241,249200,50,afrobeat
0.581,0.491,-7.539,0.111,0.281,0.0,0.0943,0.877,126.273,204638,18,afrobeat
0.537,0.854,-5.375,0.15,0.295,0.0,0.0684,0.786,84.894,290666,20,afrobeat
0.771,0.735,-7.033,0.0376,0.0142,0.763,0.319,0.95,107.975,266986,18,afrobeat
0.91,0.837,-2.343,0.0856,0.427,0.898,0.0516,0.969,101.494,205457,18,afrobeat
0.718,0.748,-9.315,0.0367,0.0885,5.72e-05,0.0779,0.963,99.014,336053,18,afrobeat
0.712,0.728,-8.818,0.0366,0.0867,0.142,0.107,0.965,115.967,359173,18,afrobeat
0.496,0.594,-7.131,0.294,0.437,0.0,0.244,0.73,172.031,207674,18,afrobeat
0.815,0.618,-8.167,0.0515,0.0231,0.824,0.142,0.964,119.882,240464,18,afrobeat
0.709,0.978,-4.67,0.0441,0.026,0.851,0.266,0.744,94.391,242626,18,afrobeat
0.34,0.729,-5.995,0.0401,0.0134,0.833,0.112,0.415,154.28,388877,19,afrobeat
0.629,0.745,-8.188,0.04,0.229,0.266,0.0624,0.704,175.979,279800,21,afrobeat
0.565,0.906,-7.053,0.0957,0.0553,0.0266,0.0975,0.84,133.283,421645,17,afrobeat
0.695,0.714,-4.386,0.0611,0.00374,0.000302,0.177,0.77,116.035,215205,21,afrobeat
0.86,0.457,-9.046,0.0702,0.0598,0.584,0.102,0.672,114.972,154906,20,afrobeat
0.743,0.631,-7.35,0.026,0.29,0.752,0.7,0.686,110.034,202645,19,afrobeat
0.44,0.682,-6.555,0.0575,0.0422,0.907,0.103,0.397,168.385,188960,18,afrobeat
0.868,0.806,-7.644,0.0568,0.304,0.0201,0.105,0.941,121.918,257706,18,afrobeat
0.745,0.82,-7.176,0.0449,0.0177,0.607,0.104,0.962,93.978,218226,19,afrobeat
0.508,0.882,-4.505,0.121,0.0351,0.00264,0.178,0.842,170.223,302506,19,afrobeat
0.818,0.942,-8.364,0.0589,0.126,0.546,0.0665,0.735,123.015,452666,17,afrobeat
0.577,0.773,-5.597,0.0525,0.0709,0.00663,0.071,0.469,93.111,412300,17,afrobeat
0.77,0.3,-14.659,0.237,0.232,7.92e-05,0.104,0.707,93.169,263400,18,afrobeat
0.781,0.601,-7.788,0.0286,0.322,0.0028,0.0933,0.822,121.001,293626,18,afrobeat
0.661,0.877,-6.969,0.0326,0.0252,0.729,0.161,0.911,110.111,155173,20,afrobeat
0.794,0.4,-9.849,0.034,0.855,0.55,0.141,0.437,108.622,353946,18,afrobeat
0.696,0.686,-8.207,0.0653,0.00899,0.000956,0.116,0.477,128.102,155853,20,afrobeat
0.669,0.754,-4.809,0.0875,0.339,0.0,0.646,0.543,118.091,242428,19,afrobeat
0.807,0.696,-8.106,0.0341,0.714,4.57e-06,0.247,0.931,91.029,284826,18,afrobeat
0.716,0.947,-6.244,0.0761,0.0548,0.000769,0.345,0.805,101.628,223280,19,afrobeat
0.651,0.949,-5.316,0.0497,0.019,0.85,0.11,0.963,98.336,228173,19,afrobeat
0.763,0.871,-8.779,0.055,0.0238,0.14,0.438,0.618,101.199,444159,18,afrobeat
0.427,0.59,-12.379,0.0645,0.82,0.834,0.241,0.722,121.578,82760,19,afrobeat
0.605,0.74,-7.875,0.0385,0.0772,0.911,0.194,0.745,102.605,254106,18,afrobeat
0.68,0.777,-5.853,0.0317,0.0808,0.522,0.161,0.425,105.052,402386,18,afrobeat
0.747,0.858,-8.081,0.0544,0.302,8.49e-05,0.115,0.536,106.693,828586,18,afrobeat
0.721,0.777,-5.589,0.0362,0.504,0.85,0.128,0.782,114.014,184832,18,afrobeat
0.628,0.93,-6.005,0.088,0.00866,0.804,0.103,0.699,108.168,258333,19,afrobeat
0.692,0.854,-8.608,0.0804,0.333,0.774,0.265,0.782,95.026,281986,20,afrobeat
0.782,0.935,-5.135,0.0632,0.127,0.0184,0.17,0.853,123.248,186226,18,afrobeat
0.705,0.859,-9.539,0.0501,0.373,0.78,0.158,0.754,91.263,244594,20,afrobeat
0.359,0.953,-5.549,0.0773,0.299,5.97e-05,0.112,0.658,98.935,230739,19,afrobeat
0.696,0.388,-9.831,0.0352,0.902,0.000169,0.154,0.539,155.018,170693,19,afrobeat
0.751,0.868,-4.753,0.032,0.708,0.587,0.116,0.985,150.052,146906,19,afrobeat
0.713,0.958,-4.755,0.0605,0.461,0.952,0.109,0.961,131.462,439280,18,afrobeat
0.635,0.822,-7.123,0.0378,0.000989,0.114,0.247,0.601,103.05,211160,21,afrobeat
0.679,0.648,-9.967,0.0424,0.000521,0.0273,0.0871,0.952,102.627,185506,19,afrobeat
0.594,0.552,-5.97,0.0254,0.105,0.000816,0.1,0.52,110.038,238577,41,afrobeat
0.564,0.483,-7.82,0.167,0.53,3.09e-06,0.0679,0.569,101.095,156831,38,afrobeat
0.652,0.84,-7.198,0.0305,0.145,0.136,0.0468,0.955,113.623,131045,44,afrobeat
0.79,0.647,-9.688,0.0475,0.602,0.862,0.0605,0.967,93.99,204360,17,afrobeat
0.285,0.513,-7.324,0.0545,0.656,0.0,0.127,0.221,82.303,215733,37,afrobeat
0.522,0.727,-5.118,0.0965,0.633,0.0,0.366,0.714,93.37,188683,17,afrobeat
0.672,0.437,-8.284,0.336,0.486,0.0,0.149,0.411,126.599,216868,18,afrobeat
0.766,0.696,-7.859,0.128,0.0988,4.73e-05,0.557,0.521,107.977,200124,17,afrobeat
0.562,0.722,-5.625,0.028,0.0132,0.897,0.114,0.887,100.747,213186,17,afrobeat
0.77,0.584,-5.837,0.102,0.288,0.0,0.0926,0.669,114.96,237918,17,afrobeat
0.641,0.77,-8.25,0.0394,0.0631,0.549,0.108,0.643,121.956,295219,17,afrobeat
0.809,0.946,-4.464,0.0617,0.192,0.798,0.0577,0.911,90.73,194813,18,afrobeat
0.664,0.875,-4.688,0.139,0.0917,0.449,0.132,0.626,104.925,197746,18,afrobeat
0.615,0.76,-8.393,0.0317,0.0186,0.053,0.0825,0.902,90.847,183213,51,afrobeat
0.709,0.854,-5.016,0.247,0.492,0.0,0.11,0.816,103.018,200412,17,afrobeat
0.594,0.716,-6.656,0.0472,0.217,0.0533,0.0539,0.931,133.407,494532,17,afrobeat
0.586,0.702,-6.324,0.0482,0.553,0.00312,0.0943,0.69,143.434,241200,18,afrobeat
0.745,0.587,-8.101,0.163,0.0329,0.273,0.0922,0.86,131.977,342013,17,afrobeat
0.544,0.697,-7.36,0.0323,0.205,0.000121,0.193,0.654,87.557,247760,18,afrobeat
0.615,0.874,-6.186,0.0531,0.176,1.66e-05,0.0536,0.389,189.944,193887,18,afrobeat
0.58,0.8,-7.528,0.345,0.281,0.0,0.0708,0.483,81.303,318360,18,afrobeat
0.644,0.823,-6.564,0.0518,0.145,0.194,0.12,0.508,104.967,357074,17,afrobeat
0.534,0.631,-8.067,0.119,0.272,0.0,0.0961,0.506,126.018,192277,18,afrobeat
0.66,0.57,-8.677,0.0612,0.473,0.0,0.0687,0.808,120.104,255735,17,afrobeat
0.776,0.961,-5.986,0.0406,0.53,0.905,0.0897,0.942,136.005,236053,17,afrobeat
0.774,0.719,-8.976,0.0486,0.0181,0.128,0.0781,0.89,132.025,347772,17,afrobeat
0.705,0.547,-9.558,0.0391,0.025,0.807,0.0814,0.655,120.336,246106,17,afrobeat
0.511,0.678,-9.048,0.0775,0.0387,0.926,0.0543,0.83,82.041,203760,17,afrobeat
0.72,0.441,-9.626,0.172,0.668,3.96e-05,0.116,0.309,96.01,199876,19,afrobeat
0.817,0.211,-16.785,0.136,0.948,2.62e-06,0.11,0.71,112.21,137400,18,afrobeat
0.802,0.644,-6.115,0.0511,0.0866,2.38e-06,0.529,0.813,124.029,268181,17,afrobeat
0.619,0.585,-11.715,0.106,0.00463,0.882,0.35,0.642,167.942,184560,18,afrobeat
0.713,0.825,-5.44,0.0335,0.147,0.00095,0.212,0.68,100.04,246280,19,afrobeat
0.716,0.511,-12.005,0.0792,0.00678,0.906,0.0633,0.929,133.028,209805,18,afrobeat
0.793,0.436,-7.624,0.0666,0.132,0.0143,0.0651,0.821,142.011,225133,19,afrobeat
0.343,0.472,-17.477,0.401,0.314,2.26e-06,0.866,0.764,93.945,31824,18,afrobeat
0.649,0.618,-11.815,0.0418,0.737,0.163,0.098,0.752,139.307,355933,18,afrobeat
0.569,0.949,-4.694,0.0502,0.0224,0.862,0.0701,0.968,131.921,230960,18,afrobeat
0.737,0.934,-4.171,0.147,0.162,6.58e-05,0.233,0.614,104.965,174680,20,afrobeat
0.679,0.774,-8.074,0.0467,0.218,0.183,0.087,0.932,145.009,327493,18,afrobeat
0.748,0.626,-6.909,0.212,0.0135,4.66e-05,0.0385,0.44,149.933,182773,19,afrobeat
0.763,0.925,-3.819,0.0406,0.0533,0.893,0.102,0.761,98.51,171704,18,afrobeat
0.746,0.829,-6.49,0.0603,0.153,4.9e-05,0.144,0.834,117.714,258662,18,afrobeat
0.514,0.85,-6.281,0.0371,0.00179,0.804,0.358,0.684,110.897,209213,19,afrobeat
0.761,0.382,-8.703,0.035,0.0279,0.00676,0.0562,0.966,116.887,480146,17,afrobeat
0.589,0.789,-7.194,0.0697,0.496,0.00134,0.771,0.312,104.178,445727,20,afrobeat
0.677,0.925,-5.607,0.343,0.178,6.78e-06,0.186,0.396,102.52,244786,21,afrobeat
0.643,0.311,-12.188,0.0671,0.921,0.0477,0.111,0.773,137.278,177946,18,afrobeat
0.785,0.393,-9.533,0.0429,0.928,0.218,0.0978,0.333,126.776,239360,18,afrobeat
0.673,0.697,-6.953,0.0271,0.518,0.831,0.256,0.911,107.46,156946,19,afrobeat
0.652,0.529,-5.761,0.0464,0.357,2.05e-05,0.235,0.488,129.861,317675,40,afrobeat
0.672,0.858,-5.233,0.145,0.456,0.811,0.104,0.963,166.689,194972,49,afrobeat
0.378,0.596,-6.61,0.0316,0.0788,0.000628,0.488,0.501,81.873,221097,31,afrobeat
0.723,0.722,-7.085,0.0708,0.0218,0.686,0.219,0.604,95.558,306160,17,afrobeat
0.467,0.615,-6.037,0.0686,0.0881,0.0,0.194,0.45,142.076,277600,18,afrobeat
0.496,0.753,-6.673,0.139,0.0204,0.0547,0.363,0.456,99.876,197500,18,afrobeat
0.558,0.819,-4.246,0.0401,0.000621,0.921,0.0898,0.276,132.005,354253,17,afrobeat
0.86,0.548,-7.875,0.107,0.573,0.859,0.162,0.905,138.786,223619,17,afrobeat
0.825,0.68,-6.816,0.156,0.135,0.0,0.109,0.722,96.029,223529,18,afrobeat
0.678,0.845,-9.412,0.0392,0.791,0.782,0.0637,0.965,104.653,153097,47,afrobeat
0.508,0.483,-6.883,0.0418,0.639,0.0,0.0902,0.523,133.207,183946,17,afrobeat
0.603,0.67,-8.638,0.0446,0.504,0.824,0.081,0.314,94.01,358947,17,afrobeat
0.796,0.904,-10.571,0.106,0.503,0.531,0.675,0.762,88.001,195952,16,afrobeat
0.666,0.565,-9.782,0.389,0.0722,0.0,0.104,0.263,180.071,249102,17,afrobeat
0.629,0.577,-6.696,0.0412,0.0259,0.784,0.078,0.193,120.042,74520,17,afrobeat
0.871,0.889,-7.84,0.394,0.0218,4.07e-05,0.336,0.557,99.926,123901,18,afrobeat
0.618,0.825,-6.014,0.29,0.484,0.0,0.139,0.896,79.439,253426,20,afrobeat
0.739,0.58,-6.879,0.0669,0.173,0.811,0.0761,0.626,108.304,190680,18,afrobeat
0.81,0.621,-6.077,0.0472,0.0264,0.816,0.201,0.837,95.911,154624,18,afrobeat
0.454,0.636,-7.768,0.0314,0.271,0.824,0.108,0.455,138.448,283308,18,afrobeat
0.7,0.933,-4.084,0.0605,0.166,0.195,0.0501,0.863,115.711,211226,18,afrobeat
0.787,0.726,-5.637,0.164,0.0719,0.00313,0.087,0.407,107.024,175856,18,afrobeat
0.718,0.872,-5.572,0.0486,0.397,0.531,0.111,0.949,164.013,247320,16,afrobeat
0.851,0.776,-6.162,0.0737,0.29,0.027,0.0371,0.907,118.019,270193,17,afrobeat
0.62,0.559,-7.15,0.0311,0.661,0.577,0.0661,0.625,127.721,187933,18,afrobeat
0.639,0.638,-8.087,0.0434,0.228,0.807,0.0931,0.936,101.687,214706,17,afrobeat
0.81,0.612,-11.387,0.0571,0.156,0.925,0.22,0.598,116.803,378020,17,afrobeat
0.601,0.968,-8.814,0.0426,0.0643,0.597,0.285,0.88,105.657,219760,17,afrobeat
0.434,0.87,-7.957,0.0354,0.0146,0.78,0.225,0.898,124.228,260580,17,afrobeat
0.775,0.688,-7.105,0.0471,0.0791,0.847,0.129,0.529,94.62,155306,18,afrobeat
0.724,0.585,-6.768,0.0919,0.00692,0.8,0.1,0.516,89.933,218600,16,afrobeat
0.735,0.637,-9.044,0.15,0.715,0.915,0.179,0.964,83.352,259917,19,afrobeat
0.742,0.668,-3.871,0.0313,0.0152,0.0,0.156,0.806,97.009,202277,18,afrobeat
0.576,0.887,-2.424,0.0325,0.00013,0.0642,0.165,0.592,109.957,209711,17,afrobeat
0.633,0.681,-10.054,0.0343,0.38,0.016,0.665,0.622,110.004,242940,19,afrobeat
0.631,0.609,-8.221,0.0656,0.000932,0.61,0.157,0.702,174.968,133920,20,afrobeat
0.457,0.332,-10.365,0.0356,0.791,8.22e-06,0.102,0.305,164.096,265086,18,afrobeat
0.843,0.822,-6.455,0.0865,0.0221,0.0158,0.182,0.86,117.971,293386,20,afrobeat
0.537,0.903,-6.951,0.0503,0.452,0.852,0.126,0.843,111.801,224095,19,afrobeat
0.482,0.714,-8.796,0.0532,0.0127,0.903,0.107,0.656,155.103,206066,18,afrobeat
0.875,0.761,-5.556,0.0576,0.162,0.0,0.256,0.912,129.911,118388,17,afrobeat
0.451,0.983,-7.436,0.347,0.0909,0.982,0.107,0.378,161.108,96766,18,afrobeat
0.56,0.822,-9.234,0.032,0.256,0.712,0.561,0.962,131.774,132284,20,afrobeat
0.803,0.86,-6.522,0.135,0.0782,4.45e-05,0.128,0.534,109.966,196986,19,afrobeat
0.795,0.857,-7.772,0.0492,0.526,0.457,0.0968,0.845,97.01,540346,17,afrobeat
0.804,0.92,-7.478,0.0563,0.158,0.0797,0.0743,0.811,108.979,499733,18,afrobeat
0.768,0.688,-9.079,0.0431,0.103,0.73,0.113,0.4,125.112,187173,19,afrobeat
0.475,0.76,-6.128,0.0405,0.276,0.000137,0.367,0.359,109.977,460120,18,afrobeat
0.517,0.966,-5.724,0.0568,0.000439,0.0864,0.123,0.711,98.14,181026,19,afrobeat
0.527,0.883,-6.799,0.0316,0.0204,0.755,0.0913,0.828,155.135,174293,19,afrobeat
0.751,0.688,-8.023,0.0436,0.102,0.84,0.0799,0.403,120.96,277438,36,afrobeat
0.569,0.496,-11.423,0.0674,0.393,0.924,0.11,0.808,82.822,230853,44,afrobeat
0.775,0.808,-2.038,0.0465,0.113,0.0,0.0628,0.912,115.011,235826,39,afrobeat
0.59,0.491,-9.304,0.233,0.0128,4.71e-05,0.143,0.253,193.616,205973,34,afrobeat
0.666,0.903,-6.462,0.0456,0.23,0.616,0.151,0.913,111.84,152600,44,afrobeat
